name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_training,characteristics_wingspan,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_average_spawn_size,characteristics_favorite_food,characteristics_origin,characteristics_migratory,characteristics_optimum_ph_level,characteristics_special_features,domesticos,protegidos,exoticos
English Setter,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BlueOrangeChestnutMulti-coloredOlive-Grey,Hair,,11 to 15 years,80 pounds,,,,,,,,,"Friendly, affectionate, and gentle",,,,,,,,,,,,0,1,0
Ermine,"['Asia', 'Eurasia', 'Europe', 'North-America', 'Oceania']",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela erminea,,Kits,Solitary,Unknown,Habitat loss,Zig-zagging movement,Stoat or short-tailed weasel,,Woodlands and forests,Carnivore,,,Ermine,,"Europe, Asia, and North America",,Mammals,BrownBlackWhite,Fur,8 mph,Seven to 10 years,60g - 110g (2.1oz - 3.9oz),23cm - 31cm (9in - 12in),A few months to a year,,Four to 18,"Badgers, foxes, coyotes, eagles, owls, and weasels",,,,,,,,,,,"Rodents, shrews, rabbits, frogs, insects, birds, and eggs",,,,,0,1,0
Eskipoo,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0
Feist,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownWhite,Hair,,15 – 18 years,30 lbs,,,,,,,,,"Fearless, spirited, and friendly",,,,,,,,,,,,0,1,0
Ferret,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela furo,,,,,,,,,Forest and grasslands,Carnivore,4,Solitary,,,,Ferrets can be trained to do tricks like dogs!,,BrownGreyBlackTan,Fur,15 mph,7 - 10 years,0.7kg - 2kg (1.5lbs - 4lbs),40cm - 50cm (18in - 21in),,,,,Mammal,,Long thin body and large eyes,,,,"Mice, Rabbit, Gophers",,,,Mice,,,,,1,0,0
Flying Lemur,['Asia'],Animalia,Chordata,Mammalia,Dermoptera,Cynocephalidae,,,Insects,Infant,Mainly solitary,"101,000","Habitat destruction, hunting",Its ability to glide,"Colugo, cobego, flying cat, kagwang","60 days for the Sunda, 105 days for the Philippine",Tropical rain forests,Herbivore,,,Flying lemur,2.0,Southeast Asia,,Mostly solitary though can form small groups,BrownGreyRedBlackWhite,Fur,22.5 mph,About 15 to 17.5 years in captivity,Sunda: 2 to 4.5 pounds; Philippine 2.2 to 3.85 pounds,"Sunda 19.88 to 27.17 inches; Philippine, 13 to 15 inches",2 to 3 years,6 months,1 or 2,"Humans, snakes, Philippine eagle",Mammal,,,,,,,,,,,,,,,1,0,0
Flying Squirrel,"['Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'South-America']",Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Pteromyini,Pteromyini,,,,,,,,,Forest and woodland,Omnivore,4,Solitary,,,,Can glide up to 90 meters!,,BrownGreyBlackWhiteTan,Fur,15 mph,5 - 8 years,56g - 175g (2oz - 6oz),,,,,"Cats. Coyote, Raccoon",Mammal,20cm - 30cm (8in - 12in),Small body size and furry glide membrane,,,,"Nuts, Berries, Eggs",,,,Nuts,,,,,1,0,0
Fox Squirrel,"['Central-America', 'North-America']",Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus niger,"Insects, bird eggs",Juveniles,Social,,"Overhunting, forest destruction","Large size and large, bushy tail","Bryant's fox, eastern fox, stump-eared, racoon, and monkey-faced squirrel",44-45 days,Leaf nests and tree dens,Omnivore,,,fox squirrel,10.0,Eastern and central United States,,social,BrownGrey-Brown,Fur,17 mph,6-12.6 years,,21 inches,10-11 months,2 months,2-4,"Birds of prey, carnivorous mammals",rodent,,,,,,,,,,,,,,,1,0,0
Fox Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,,,,,,,,,,Omnivore,,,Fox Terrier,,,First bred in the mid-19th century!,Terrier,,Hair,,14 years,8kg (18lbs),,,,,,,,,,,,,,,,,,,,,1,0,0
Frengle,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownBrindleCream,Hair,,12 to 15 years,28 lbs,,,,,,,,,Sweet and energetic,,,,,,,,,,,,0,1,0
Genet,"['Africa', 'Europe']",Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,Genetta genetta,"rodents, insects, birds, and smaller reptiles","kit, kitten",Solitary,,"Habitat loss, poaching, roadways","Its beautiful, soft spotted coat",Small spotted genet,78 days,"Woodland savannas, grasslands, coastal forest, rainforests, dry forests in the mountains, shrubland, near small, and seasonal lakes",Omnivore,,,"Common genet, spotted genet",16.0,"Africa, north to the Iberian peninsula and France, east to Arabian peninsula",,Solitary,GreyBlackCream,Fur,,13-22 years,,,two years,eight weeks,1-5 kits,"Humans, snakes, honey badgers, leopards, servals, caracals and owls",mammal,,,aloof and independent,,,,,,,,Africa,,,,1,0,0
Gopher,"['Central-America', 'North-America']",Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Geomys,Geomys bursarius,,,,,,,,,Woodland and grass prairies,Omnivore,6,Social,,,,They dig large networks of tunnels!,,BrownTan,Fur,16 mph,3-5 years,"220-1,000g (7.8-35.2oz)",,,,,"Owls, Snakes, Coyotes",Mammal,,,,,,"Roots, Fruit, Leaves",,,,Roots,,,,,1,0,0
Grey Mouse Lemur,['Africa'],Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus murinus,,,,,,,,,Tropical Woodland,Omnivore,2,Solitary,,,,The largest species of mouse lemur!,,BrownGreyBlackWhite,Fur,20 mph,3 - 8 years,58g - 67g (2oz - 2.4oz),25cm - 28cm (9.8in - 11in),,,,"Owls, Snakes, Fossa",Mammal,,Small body size and large eyes,,,,"Insects, Fruits, Flowers",,,,Insects,,,,,1,0,0
Griffonshire,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownBlueBlackCream,Hair,,10-15 years,10 lbs,,,,,,,,,Lively and smart,,,,,,,,,,,,0,1,0
Horse,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,,,,,,,,,Small forests and grassland,Herbivore,1,Herd,,,,Has evolved over 50 million years!,,BrownBlackWhite,Hair,40 mph,25-30 years,"380-550kg (840-1,200lbs)",,,,,"Human, Wolf, Bears",Mammal,,,,,,"Grass, Fruit, Leaves",,,,Grass,,,,,1,0,0
Howler Monkey,"['Central-America', 'South-America']",Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta,,,,,,,,,Rainforest and dense jungle,Omnivore,1,Troop,,,,Spends 80% of it's time resting!,,BrownBlackTan,Hair,18 mph,15-20 years,3-9kg (6.6-20lbs),,,,,"Jaguar, Snakes, Birds",Mammal,,,,,,"Fruit, Nuts, Seeds",,,,Fruit,,,,,1,0,0
Irish Setter,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,,,,,,,,,,Omnivore,,,Irish Setter,,,Can live for up to 16 years!,Gun Dog,,Hair,,16 years,32kg (70lbs),,,,,,,,,,,,,,,,,,,,,1,0,0
Irish Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,RedCaramel,Hair,,11-13 years,27 lbs,,,,,,,,,"Intelligent, lively, dominant",,,,,,,,,,,,0,1,0
Koolie,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,RedBlueBlackWhiteChocolateMulti-colored,Hair,,18 years,55lbs,,,,,,,,,"Quiet, energetic",,,,,,,,,,,,0,1,0
Lemming,"['Europe', 'North-America']",Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Lemmus,Lemmus Lemmus,,,,,,,,,Arctic tundra and woodland areas,Herbivore,7,Solitary,,,,Does not hibernate during the bitter Arctic winter!,,BrownGreyWhite,Fur,3 mph,1-3 years,30-112g (1.1-4oz),,,,,"Owls, Foxes, Wolves",Mammal,,,,,,"Seeds, Grass, Berries",,,,Seeds,,,,,1,0,0
Lemur,['Africa'],Animalia,Chordata,Mammalia,Primates,Lemuridae,,Lemur Catta,,,,,,,,,Dry forest and tropical jungle,Omnivore,3,Group,,,,Natively found on the island of Madagascar!,,BrownGreyBlackWhite,Fur,12 mph,10-14 years,0.03-10kg (0.06-22lbs),,,,,"Hawk, Fossa, Wild dogs",Mammal,,,,,,"Fruit, Leaves, Insects",,,,Fruit,,,,,1,0,0
Liger,"['Africa', 'Asia', 'Eurasia', 'North-America']",Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo × Panthera tigris,"Deer, Wild Boar, Cattle",Cub,Solitary,Not known,Commercial breeding,Enormous head and body size,,100 days,Do not occur in the natural world,Carnivore,,Diurnal/Nocturnal,Liger,1.0,Zoos,The offspring of a lion and tiger parents!,Mammal,BrownBlackTanOrange,Fur,50 mph,18 - 22 years,"400kg - 600kg (882lbs - 1,322lbs)",,3 - 4 years,6 months,,,,,,,,,,,,,,,,,,1,0,0
Mole,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,,Talpidae,,,,,,,,,"Woodland, grassland and farmland",Omnivore,4,Solitary,,,,Primarily hunts and feeds on Earthworms!,,BrownGreyBlackWhite,Fur,4 mph,3-6 years,250-550g (8.8-19.4oz),,,,,"Cats, Owls, Foxes",Mammal,,,,,,"Earthworms. Insects, Mice",,,,Earthworms,,,,,1,0,0
Mongoose,"['Africa', 'Asia']",Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,Helogale Parvula,,,,,,,,,Open forests and grass plains,Omnivore,4,Gang,,,,Range in size from just 1 to 3 foot!,,BrownGreyTan,Fur,20 mph,10-15 years,0.3-5kg (0.7-11lbs),,,,,,Mammal,,,,,,"Rats, Eggs, Insects",,,,Rats,,,,,1,0,0
Mongrel,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,,,,,,,,,,Omnivore,,,,,,Has characteristics of two or more breeds!,,,Hair,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
Monkey,"['Africa', 'Asia', 'Central-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,Primates,Cebidae,,Macaca Fascicularis,,,,,,,,,"Tropical forests, grasslands and mountainous plains",Omnivore,1,Troop,,,,There are around 260 known species!,,BrownGreyYellowBlackWhiteTan,Hair,35 mph,10-30 years,0.1-30kg (0.22-60lbs),,,,,"Birds, Snakes, Wildcats",Mammal,,,,,,"Fruit, Seeds, Insects",,,,Fruit,,,,,1,0,0
Moose,"['Eurasia', 'Europe', 'North-America']",Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Alces,Alces alces,,,,,,,,,Forest areas close to the Arctic tundra,Herbivore,1,Herd,,,,Renews it's enormous antlers every year!,,BrownGreyTan,Hair,20 mph,10-16 years,"270-720kg (600-1,580lbs)",,,,,,Mammal,,,,,,"Grass, Twigs, Pondweed",,,,Grass,,,,,1,0,0
Morkie,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownBlackWhite,Hair,,10 - 16 years,13lbs,,,,,,,,,Affectionate but headstrong,,,,,,,,,,,,0,1,0
Mouse,"['Africa', 'Antarctica', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,,,,,,,,,,Open fields and woodland areas,Herbivore,6,Solitary,,,,Found on every continent on Earth!,,BrownGreyBlack,Fur,8 mph,2-5 years,100-200g (0.2-0.4lbs),,,,,"Bird, Cat, Fox, Reptiles",Mammal,,,,,,"Fruit, Seeds, Grasses",,,,Fruit,,,,,1,0,0
Mule,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'South-America']",Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus mulus,,,,,,,,,,Herbivore,1,Herd,,,,The offspring of a horse and donkey parents!,,BrownGreyBlack,Fur,15 mph,15-20 years,350-450kg (771-992lbs),,,,,"Fox, Wolf, Lion",Mammal,,,,,,"Grass, Weeds, Vegetables",,,,Grass,,,,,1,0,0
Newfypoo,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownGreyBlackWhite,Hair,,10-12 years,150lbs,,,,,,,,,"Friendly, docile, lovable, even-tempered, and kind.",,,,,,,,,,,,0,1,0
Norfolk Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,Norfolk Terrier,,,Fearless but not aggressive!,Terrier,,Hair,,15 years,5kg (12lbs),,,,,,,,,,,,,,,,,,,,,0,1,0
Otter,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,Lutra Canadensis,,,,,,,,,"River banks, lakes and streams",Carnivore,3,Solitary,,,,There are 13 different species worldwide,,BrownWhiteTan,Fur,7 mph,15-25 years,5-15kg (10-30lbs),,,,,"Birds, Fox, Wolves",Mammal,,,,,,"Fish, Crabs, Frogs",,,,Fish,,,,,1,0,0
Pekingese,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,Pekingese,,,"Thought to be over 2,000 years old!",Working Dog,,Hair,,13 years,6kg (14lbs),,,,,,,,,,,,,,,,,,,,,0,1,0
Pointer,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,,,,,,,,,,Omnivore,,,Pointer,,,"An independent, loyal and high energy breed!",Gun Dog,,Hair,,13 years,30kg (66lbs),,,,,,,,,,,,,,,,,,,,,1,0,0
Poogle,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownGreyBlackWhiteTan,Hair,,10 and 13 years,13 pounds,,,,,,,,,"Friendly, playful and rollicking",,,,,,,,,,,,0,1,0
Porpoise,"['Europe', 'North-America', 'Ocean']",Animalia,Chordata,Mammalia,Artiodactyla,Phocoenidae,,,"Squid, Fish, Octopus, and Crustaceans","Pups, Calves",Social,"840,000","Commercial fishing nets, water pollution, and noise pollution","A triangular dorsal fin, rounded head",Puffin Pig,10-11 months,"Bays, estuaries, oceans, harbors, fjords, and rivers",Carnivore,One,Day and Night,Porpoise,7.0,"Off the coasts of Alaska, eastern United States, Greenland, western Africa, and western Europe","Surprisingly, not a dolphin!",,,Hair,34 mph,Varies by species,110-490 lbs.,4’7” – 7’7”,2-8 years,7-24 months,,"Orcas, Large Sharks, and Dolphins",,,,,,,,,,,,,,,,1,0,0
Puggle,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,FawnRedBlackWhiteTan,Hair,,10 to 15 years,30 lbs,,,,,,,,,"Active, friendly, energetic, intelligent, and playful",,,,,,,,,,,,0,1,0
Pugshire,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownRedBlueBlackWhiteSilver,Hair,,12-15 years,12 lbs,,,,,,,,,"Active, loving, and affectionate",,,,,,,,,,,,0,1,0
River Otter,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Musteliodae,Lontra,Lontra canadensis," Fish, frogs, crayfish, birds, and reptiles",Pups or kittens,SolitaryGroupPair,"Over 100,000",Loss of habitat,"Long, narrow body","American otter, fish otter",58 days,"Ponds, lakes, rivers",Carnivore,,,river otter,13.0,North America,,social,Brown,Fur,15 mph,nine years,18 pounds,3 to 4 feet,2 to 3 years,14 weeks,one to six,"Bobcats, coyotes, alligators, raptors",mammal,,,,,,,,,,,,,,,1,0,0
Rottweiler,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Carnivore,,,Rottweiler,,,"Strong, loyal and self-assured!",Working,BlackTan,Hair,,12 years,132lbs,,,,,,,,,"Loyal, affectionate, calm, quiet, sensitive and protective",,,,,,,,,,,,0,1,0
Russell Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownBlackWhiteTan,Hair,,13 – 16 years,,,,,,,,,,"Curious, alert, and friendly",,,,,,,,,,,,0,1,0
Sheep,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,,,Flock,,,,,,Grass plains and mountainous regions,Herbivore,1,Flock,,,,Around 35 million in the English countryside!,,BrownYellowBlackWhite,Wool,25 mph,5-10 years,40-130kg (88-298lbs),,,,,,Mammal,,,,,,"Grass, Weeds, Flowers",,,,Grass,,,,,1,0,0
Shepweiler,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownFawnRedBlackWhiteTan,Hair,,10 to 13 years,115 lbs,,,,,,,,,"Protective, loyal, and intelligent",,,,,,,,,,,,0,1,0
Shollie,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownBlackWhiteGold,Hair,,13 - 15 years,80lbs,,,,,,,,,Active and loyal,,,,,,,,,,,,0,1,0
Shrew,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,Insectivora,Soricidae,,,"Insects and other small invertebrates, small aquatic animals","Baby, Juvenile",Solitary,"100 billion, conservation status least concern","Habitat destruction, climate change, pollution",Its bad smell,,18 to 27 days,"Gardens, burrows, near small bodies of water in temperate, subtropical and tropical climates",Omnivore,,,Shrew,384.0,"North, South and Central America, Asia, Africa, northern Europe",,,BrownGreyBlack,Fur,8 mph,12 to 30 months,0.06 to 4 ounces,1.4 to 6 inches,3 to 52 weeks,5 to 6 weeks,Two to 10 babies,"Birds of prey, snakes, pet cats, foxes, weasels",Mammal,,,,,,,,,,,,,,,1,0,0
Silky Terrier,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,GreyBlueBlackTanSilver,Hair,,12 – 15 years,10 lbs,,,,,,,,,Proud and opinionated,,,,,,,,,,,,0,1,0
Skye Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,FawnBlueBlackLight GreyDark Grey,Hair,,12-15 years,40 lbs,,,,,,,,,"Intelligent, Gay, Friendly, Fearless, Loyal, Good-tempered",,,,,,,,,,,,0,1,0
Smooth Fox Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownBlackWhiteTan,Hair,,12 – 15 years,,,,,,,,18 lbs,,Energetic and curious,,,,,,,,,,,,0,1,0
Snorkie,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,rodents,puppies,Pack,unknown,being crushed by larger animals or people,,,60 days,domesticated,Omnivore,4,PackSocial,Snorkie,1.0,North America,,,BrownGreyWhiteSilverMulti-colored,Fur,10 mph,15 years,10 pounds,14 inches,12 months,8 weeks,4 puppies,,Mammal,12 inches,,sweet and funny,can be difficult,,rats,,2 months,1 pound,meat,hybrid designer breed,,,,1,0,0
Snowshoe,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,,,,,,Saimese snowshoe,,,Omnivore,5,,Snowshoe,,,,Shorthair,BrownFawnBlackWhiteCreamLilacGolden,Hair,,10 to 14 year,9 to 12 pounds (male); seven to 10 pounds (female),,,,,,,,,"Affectionate, loving and loyal",,,,,,,,,,,,1,0,0
Squirrel,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'South-America']",Animalia,Chordata,Mammalia,Rodentia,Sciuridae,,,,,,,,,,,Woodland and dense forests,Omnivore,3,Solitary,,,,Small rodents found in woodlands worldwide!,,BrownGreyRedBlackTan,Fur,16 mph,2-8 years,"250-1,000g (0.5-2.2lbs)",,,,,"Snakes, Coyote, Weasels",Mammal,,,,,,"Fruit, Seeds, Insects",,,,Fruit,,,,,1,0,0
Squirrel Monkey,"['Central-America', 'South-America']",Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,Saimiri,"Fruit, Insects, Flowers",Infant,Troop,Not Known,Habitat loss,Longer tail than body used for balance,Deaths Head Monkey,170 days,"Dense, tropical jungle close to a stream",Omnivore,1,Diurnal,Squirrel Monkey,5.0,Central and South America,Lives in groups of up to 500 individuals!,Mammal,GreyYellowBlackOlive,Fur,22 mph,15 - 20 years,0.75kg -1.1k g (1.7lbs - 2.4lbs),,3 - 5 years,4 months,,"Birds of Prey, Snakes, Humans",,25cm - 36cm (9.8in - 14in),,,,,,,,,,,,,,1,0,0
Terrier,"['Europe', 'North-America', 'Oceania']",Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownGreyRedBlueBlackWhiteBrindle,Hair,,13-15years,6 - 80lbs,,,,,,,,,"Protective, loyal, lively, intelligent, playful, fearless",,,,,,,,,,,,0,1,0
Tiger,"['Asia', 'Eurasia']",Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera Tigris,,,,,,,,,Dense tropical forest,Carnivore,3,Solitary,,,,The largest feline in the world!,,BlackWhiteOrange,Fur,60 mph,18-25 years,267-300kg (589-660lbs),,,,,Human,Mammal,,,,,,"Deer, Cattle, Wild Boar",,,,Deer,,,,,1,0,0
Torkie,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,rodents,puppies,PackSocial,unknown,being crushed or ran over,guarding instincts,,2 months,Domesticated,Omnivore,1-3,PackSocial,Torkie,-1.0,North America,,,White-BrownMulti-coloredBlack-Brown,Fur,10 mph,13-15 years,7-10 pounds,9-10 inches,12 months,2 months,1-3 puppies,Hawks,mammal,8-9 inches,hunting instincts,"Sweet, Intelligent, Vigilant and Protective, Easy to Potty Train, Playful, Good Lap Dog","require training, can be stubborn",,rats,,3 months,3 pounds,meat,North America,,,watchdog instincts,1,0,0
Toy Fox Terrier,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BlackWhiteTanChocolate,Hair,,11-14 years,13 pounds,,,,,,,,,"Intelligent, friendly, alert, playful, loyal, spirited",,,,,,,,,,,,0,1,0
Vervet Monkey,['Africa'],Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus pygerythrus,"Leaves, Fruits, Insects",Infant,Troop,Sustainable,Habitat loss,Black face with white ear tufts,Vervet,163 days,Riverine acacia forests,Omnivore,1,Diurnal,Vervet Monkey,6.0,Eastern Africa,Rarely found more than 450m from trees!,Mammal,BrownGreyBlackSilverOlive,Fur,30 mph,12 - 24 years,3.5kg - 5kg (7lbs - 10lbs),46cm - 66cm (17.9in - 25.7in),2 - 5 years,8 - 12 months,,"Leopard, Serval, Crocodile",,,,,,,,,,,,,,,,1,0,0
Welsh Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BlackTan,Hair,,12-15 years,22 lbs,,,,,,,,,"Friendly, curious, and hard-working",,,,,,,,,,,,0,1,0
Westiepoo,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis familiaris,,,,,,,,,,,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
Whippet,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,Whippet,,,"Quiet, gentle and restful dogs!",Hound,FawnBlackWhiteBrindle,Hair,35 mph,15 years,13kg (28lbs),,,,,,,,,Quiet and gentle,,,,,,,,,,,,0,1,0
White Tiger,"['Asia', 'Eurasia']",Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera tigris tigris,"Deer, Cattle, Wild Boar",Cub,Solitary,0 in wild,Habitat loss,"White fur with bright, blue eyes",White Bengal Tiger,103 days,Dense jungle and mangrove swamp,Carnivore,3,Diurnal,White Tiger,1.0,Indian subcontinent,None have been seen in the wild for 50 years!,Mammal,BrownBlackWhiteOrange,Fur,60 mph,10 - 20 years,140kg - 300kg (309lbs - 660lbs),2.4m - 3.3m (6.8ft - 11ft),3 - 4 years,6 months,,Human,,,,,,,,,,,,,,,,1,0,0
Wire Fox Terrier,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BlackWhiteTan,Hair,,13 – 14 years,19 lbs,,,,,,,,,"Alert, friendly, and confident",,,,,,,,,,,,0,1,0
Wolverine,"['Eurasia', 'Europe', 'North-America']",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Gulo,Gulo gulo,,,,,,,,,Mountainous regions and dense forest,Carnivore,3,Solitary,,,,Releases a strong smelling musk in defence!,,BrownBlackWhiteSandy,Fur,30 mph,10-15 years,10-31kg (22-70lbs),,,,,"Human, Wolves, Bears",Mammal,,,,,,"Caribou, Moose, Sheep, Eggs",,,,Caribou,,,,,1,0,0
Woolly Monkey,['South-America'],Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix,Lagothrix Lagotricha,,,,,,,,,Humid and mature tropical forests,Omnivore,1,Troop,,,,"Has a long, strong prehensile tail!",,BrownGreyBlack,Fur,35 mph,7-10 years,5-8kg (11-18lbs),,,,,"Human, Wildcats, Birds of Prey",Mammal,,,,,,"Fruit, Seeds, Insects",,,,Fruit,,,,,1,0,0
