name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_incubation_period,characteristics_average_clutch_size,characteristics_venomous,characteristics_aggression,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_nesting_location,characteristics_favorite_food,characteristics_origin,characteristics_migratory,characteristics_special_features,domesticos,protegidos,exoticos,altura_cm,peso_en_kg
American Cocker Spaniel,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,4,Unknown,American Cocker Spaniel,Unkown,Unknown,"Merry, outgoing, and eager to please!",Dog,BrownGreyFawnRedBlackWhiteTan,Hair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Gun Dog,Unknown,"Long, dropped ears and feathered feet","Friendly, happy and enthusiastic",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,
American Coonhound,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,7,Unknown,American Coonhound,Unkown,Unknown,Easygoing and people-friendly!,Dog,BrownBlackWhiteTan,Hair,Unknown,12 years,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Working,Unknown,"Long ears and strong, muscular legs",Sweet and even-tempered,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,
American Eskimo Dog,"['Europe', 'North-America']",Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,5,Unknown,American Eskimo Dog,Unkown,Unknown,The American Eskimo has splendid all white fur and an upturned tail,Dog,White,Hair,Unknown,13 - 15 years,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Bright, white coat and pointed ears",Playful and smart,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,
American Foxhound,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,7,Unknown,American Foxhound,Unkown,Unknown,"Sweet, kind, loyal, and very loving!",Dog,BlackWhiteTan,Hair,Unknown,10 to 12 years,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hound,Unknown,"Long legs and wide, flat ears","Mix of affectionate, loving, and stubborn",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,
American Hairless Terrier,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,
American Leopard Hound,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,puppy,Unknown,Unknown,Unknown,Unknown,American Leopard Cur,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,YellowBlueBlackTanBrindle,Hair,42 mph,12-15 years,Unknown,Unknown,Unknown,Unknown,5-8 puppies,Unknown,mammal,Unknown,Unknown,"Intelligent, athletic, and friendly",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,Unknown,Unknown,0,1,0,,
American Pit Bull Terrier,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,8,Unknown,American Pit Bull Terrier,Unkown,Unknown,These dogs are very energetic and would be up for a game at any given point of time,Working dog,BrownBlackWhiteTanBrindle,Hair,Unknown,8 to 15 years,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mastiff,Unknown,Small and sharply pointed ears,"Friendly, loyal, playful, affectionate, and slightly stubborn sometimes",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,
American Pygmy Goat,['North-America'],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra aegagrus hircus,Unknown,Kid,Herd,Unknown,Unknown,Small size,"Pygmy Goat, African Pygmy, Dwarf Cameroon",5 months,"Rocky terrain, Hillsides, Plains, Farmland",Herbivore,Unknown,Unknown,Pygmy goat,Unkown,United States,Unknown,Unknown,GreyBlackWhiteCaramel,Fur,Unknown,8-12 years,30-90 lbs,18-33 inches,2-4 months,8 weeks,1-4,"dogs, coyotes, bobcats",Mammal,15-20 inches,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Greens and grains,Unknown,Unknown,Unknown,1,0,0,64.77000000000001,40.8233133
American Staffordshire Terrier,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,6,Unknown,American Staffordshire Terrier,Unkown,Unknown,Bred to be extremely friendly!,Mastiff,BrownBlackWhiteTan,Hair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Dominant and stubborn yet loyal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,,
American Water Spaniel,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,5,Unknown,American Water Spaniel,Unkown,Unknown,Friendly and intelligent!,Gun Dog,BrownBlackDark Brown,Hair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Intelligent, quiet and calm",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,,
Amur Leopard,"['Asia', 'Eurasia']",Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera pardus orientalis,"Deer, Cattle, hares, small mammals",Unknown,Unknown,103 as of 2018,Poaching and habitat loss,Unknown,Unknown,90-105 days,Forests,Carnivore,2-3 cubs,Solitary,Amur leopard,Unkown,Russia's Far East,The Amur leopard may be the rarest big cat on Earth!,Mammal,Unknown,Hair,Unknown,10 - 15 years in wild; up to 20 in captivity,25kg - 48kg (55lbs - 106lbs),90 cm - 180 cm (3ft - 6ft) excluding tail,Unknown,Unknown,Unknown,Human poaching and competition with Siberian tigers,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,25.0,25.0
Anatolian Shepherd Dog,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,9,Unknown,Anatolian Shepherd Dog,Unkown,Unknown,Guards it's master's flocks!,Guard,BrownFawnRedBlueWhiteBrindleCream,Hair,Unknown,11-13 years,80-150 pounds,Unknown,Unknown,Unknown,5-10 pups,Unknown,Unknown,27-29 inches,Unknown,"Courageous, powerful, protective, calm and devoted.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,68.0388555
Angora Ferret,"['Europe', 'North-America']",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela furo,"Mice, rats, gophers, birds, small mammals, small birds, small reptiles, small amphibians.",Pups,Solitary,Unknown,Other household pets,"Long thin body, small nose, long and shiny fur.",Ferret,42 days,"Forests, grasslands.",Carnivore,Unknown,Unknown,Angora ferret,1.0,Unknown,Unknown,Unknown,BrownBlackWhiteSandy,Fur,15 mph,5-9 years,1.5 – 4.5 lbs.,18 – 21 inches,4 – 8 months,7+ weeks,8,"Wolves, dogs.",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,53.34,2.2679618500000003
Angora Goat,"['Africa', 'Asia', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra aegagrus hircus,Unknown,Kid,Herd,Unknown,Coyotes,Angora goats produce mohair fiber.,Angoras,150 days,Farms,Herbivore,Unknown,Unknown,Angora goats,1.0,Worldwide,Unknown,Flock,RedBlackWhite,Hair,Unknown,10 years,82kg-100kg (180lbs-220lbs),127cm(50in),6-7 months,4-6 months,1,Coyotes,Mammals,91cm-122cm(38in-48in),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,127.0,91.0
Anteater,"['Central-America', 'South-America']",Animalia,Chordata,Mammalia,Xenarthra,Myrmecophagidae,Tamandua,Myrmecophaga Tridactyla,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Forest and grasslands,Omnivore,1,Solitary,Unknown,Unkown,Unknown,Found throughout the Southern Hemisphere!,Unknown,BrownGreyBlackTan,Fur,18 mph,9 - 20 years,18kg - 40kg (40lbs - 88lbs),0.9m - 2.1m (3ft - 7ft),Unknown,Unknown,Unknown,"Puma, Snakes, Jaguar",Mammal,Unknown,Elongated snout and long sticky tongue,Unknown,Unknown,Unknown,Unknown,Unknown,"Ants, Termites, Insects",Unknown,Unknown,Unknown,Ants,Unknown,Unknown,Unknown,1,0,0,18.0,18.0
Antelope,"['Africa', 'Asia', 'Eurasia', 'North-America']",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Forest and grasslands,Herbivore,1,Herd,Unknown,Unkown,Unknown,Renew their horns every year!,Unknown,BrownRedTan,Fur,43 mph,10 - 25 years,"500kg - 900kg (1,100lbs - 2,000lbs)",Unknown,Unknown,Unknown,Unknown,Unknown,Mammal,1m - 1.5m (3 - 5ft),Long legs and curved antlers,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Shoots, Seeds",Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,500.0,500.0
Ape,"['Africa', 'Asia']",Animalia,Chordata,Mammalia,Primates,Hominidae,Unknown,Hominoidea,Varies,"Infant, baby",Community-minded,Various,Humans,Varies,Varies,Eight months,"Mountains, rainforests, forests",Herbivore,Unknown,Unknown,Unknown,26.0,Africa and Asia,Unknown,Tribe,BrownRedBlueBlackGreen,Unknown,Unknown,50 years; longer for humans,Varies,Varies,Unknown,Unknown,One,"Crocodiles, Eagles, big cats",Unknown,Varies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,,
Appenzeller Dog,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,6,Unknown,Appenzeller Dog,Unkown,Unknown,Herding dog by nature!,Sennenhund,BlackWhiteTan,Hair,Unknown,12 – 14 years,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Energetic and alert,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Switzerland,Unknown,Unknown,0,1,0,,
Apple Head Chihuahua,['Central-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,FawnRedBlueBlackGoldTanCreamSilverChocolate,Hair,Unknown,14 to 16 years,6 lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Sassy, courageous and loyal",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,2.7215542200000002
Arctic Fox,"['Eurasia', 'Europe', 'North-America']",Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes lagopus,Unknown,kit,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Polar forest regions,Carnivore,5,Solitary,Unknown,Unkown,Unknown,Extremely thick winter fur!,Unknown,GreyBlackWhite,Fur,30 mph,7 - 10 years,1.4kg - 9.4kg (3lbs - 21lbs),70cm - 110cm (28in - 43in),Unknown,Unknown,Unknown,"Snowy Owl, Wolf, Polar Bear",Mammal,Unknown,Thick fur that changes colour with season,Unknown,Unknown,Unknown,Unknown,Unknown,"Lemmings, voles, hares, other small rodents, berries, insects",Unknown,Unknown,Unknown,Lemmings,Unknown,Unknown,Unknown,1,0,0,90.0,5.4
Arctic Hare,['North-America'],Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus Arcticus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tundra and rocky areas,Herbivore,6,Herd,Unknown,Unkown,Unknown,Eats berries found in the snow!,Unknown,GreyWhite,Fur,40 mph,3 - 8 years,4kg - 5kg (9lbs - 12lbs),48cm - 67cm (19in - 26in),Unknown,Unknown,Unknown,Unknown,Mammal,Unknown,Thick fur that changes colour with seasons,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Willow, Flowers",Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,4.0,4.0
Arctic Wolf,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canus Lupus Arcticus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Grass plains and tundra forests,Carnivore,4,Pack,Unknown,Unkown,Unknown,Incredibly versatile and adaptive!,Unknown,GreyWhite,Fur,46 mph,7 - 10 years,25kg - 40kg (55lbs - 88lbs),60cm - 91cm (24in - 36in),Unknown,Unknown,Unknown,Human,Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Deer, Elk, Moose",Unknown,Unknown,Unknown,Deer,Unknown,Unknown,Unknown,1,0,0,25.0,25.0
Armadillo,"['Central-America', 'North-America', 'South-America']",Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,Dasypodidae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Forest and grasslands,Omnivore,4,Solitary,Unknown,Unkown,United States,"Can curl into a hard, protective ball!",Unknown,GreyBlackPink,Boney Plates,30 mph,4 - 12 years,4kg - 30kg (9lbs - 66lbs),36cm - 75cm (14in - 30in),Unknown,Unknown,Unknown,"Bear, Wolf, Coyote",Mammal,Unknown,Armoured plated skin and can curl into a ball,Unknown,Unknown,Unknown,Unknown,Unknown,"Insects, Ants, Termites",Unknown,Unknown,Unknown,Insects,Unknown,Unknown,Unknown,1,0,0,4.0,4.0
Asian Elephant,['Asia'],Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rainforest and tropical woodland,Herbivore,1,Herd,Unknown,Unkown,Unknown,Domesticated for hundreds of years!,Unknown,BrownGreyBlack,Leather,27 mph,55 - 70 years,"3,000kg - 5,000kg (6,500lbs - 11,000lbs)",Unknown,Unknown,Unknown,Unknown,"Human, Tiger",Mammal,2m - 3m (7ft - 10ft),Long trunk and large feet,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Fruit, Roots",Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,3500.0,3500.0
Asian Palm Civet,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paradoxurus,Paradoxurus hermaphroditus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tropical rainforest,Carnivore,2,Solitary,Unknown,Unkown,Unknown,It mainly eats mangos and coffee!,Unknown,BrownGreyYellowBlackWhiteTan,Fur,Unknown,15 - 20 years,1.4kg - 4.5kg (3lbs - 10lbs),Unknown,Unknown,Unknown,Unknown,"Lions, Snakes, Leopards",Mammal,43cm - 71cm (17in - 28in),"Elongated body and snout with sharp, pointed teeth",Unknown,Unknown,Unknown,Unknown,Unknown,"Rodents, Snakes, Frogs",Unknown,Unknown,Unknown,Rodents,Unknown,Unknown,Unknown,1,0,0,,2.95
Asiatic Black Bear,"['Asia', 'Eurasia']",Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus tibetanus,"Nuts, Fruits, Insects",Cub,Solitary,"50,000",Hunting and Habitat loss,Distinctive v-shaped marking on chest,"Asian Black Bear, Himalayan Black Bear, Tibetan Black Bear, Moon Bear",6 - 8 months,Deciduous Tropical Forest,Omnivore,2,Nocturnal,Asiatic Black Bear,7.0,"Central and Southern Asia, Russia and Japan",Known to eat 160 different tree-borne fruits in Thailand!,Mammal,BrownBlackWhite,Fur,25 mph,15 - 25 years,90kg - 115kg (198lbs - 253lbs),Unknown,4 - 5 years,6 months,Unknown,"Tiger, Wolves, Humans",Unknown,1.2m - 1.9m (4ft - 6.25ft),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,90.0,90.0
Aurochs,"['Asia', 'Europe', 'North-America']",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Unknown,Unknown,Calves,Herds,None,Unknown,Its impressive size,Unknown,Unknown,"Grasslands, floodplains, and light woodlands",Omnivore,Unknown,Unknown,Aurochs,Unkown,"Europe, Asia, and North Africa",Extinct ancestor of all domesticated cattle!,Cattle,Unknown,Hair,Unknown,Perhaps 20 years on average,"Up to 1,360kg (3,000lbs)",Unknown,A few years,Unknown,Unknown,Wolves and large cats,Unknown,1.2m – 1.8m (4ft – 6ft),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,360.0,360.0
Aussiedoodle,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Aussiedoodle,Unkown,Unknown,Unknown,Unknown,RedBlueBlackTanMulti-colored,Hair,Unknown,10-13 years,75lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,34.01942775
Aussiedor,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BrownBlackGoldBrindleChocolate,Hair,Unknown,12 years,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Affectionate, energetic, and loyal",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,
Australian Bulldog,['Oceania'],Animalia,Hemichordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,FawnRedBrindleOrangePeachBlack-Brown,Hair,Unknown,12 years,78 lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Intelligent, fiercely loyal, and sweet-natured",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,35.38020486
Australian Cattle Dog,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,5,Unknown,Australian Cattle Dog,Unkown,Unknown,High energy levels and active minds!,Herd Dog,GreyRedBlack,Hair,Unknown,13-15 years,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,17-20 inches,Unknown,Strong minded yet loyal and loving,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,
Australian Kelpie Dog,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,5,Unknown,Australian Kelpie Dog,Unkown,Unknown,"Friendly, intelligent and energetic!",Herd Dog,BrownRedBlackTan,Hair,Unknown,10 to 13 years,25 to 45 pounds,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,17 to 20 inches,Unknown,Alert and intelligent,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,20.41165665
Australian Labradoodle,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BrownRedBlueBlackGoldCreamSilver,Hair,Unknown,13-16 years,20-65lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,19.277675725
Australian Mist,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Spotted Mist,Unknown,Unknown,Omnivore,4,Unknown,Australian Mist,Unkown,Unknown,First bred in the 1700s!,Shorthair,BrownBlueGoldChocolateLilacCaramelPeach,Hair,Unknown,15-18 years,8 to 15 pounds,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Affectionate, gentle and trustworthy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,,6.80388555
Australian Retriever,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BrownBlackWhiteGold,Hair,Unknown,12 to 15 years,60 lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Active, intelligent, and friendly",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,27.2155422
Australian Shepherd,"['North-America', 'Oceania']",Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,7,Unknown,Australian Shepherd,Unkown,Unknown,"Sweet, faithful and affectionate!",Herd Dog,BrownGreyRedBlackTan,Hair,Unknown,15 years,65lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Loyal, outgoing, and friendly",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,29.48350405
Australian Terrier,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,4,Unknown,Australian Terrier,Unkown,Unknown,"Spirited, alert and courageous!",Terrier,BlackGoldTan,Hair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Courageous, energetic and confident",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,,
Aye Aye,['Africa'],Animalia,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,"Insects, Larvae, Fruit",Infant,Solitary,"1,000 - 10,000",Hunting and habitat loss,Elongated middle finger with hooked claw,Unknown,170 days,"Dense, tropical rainforest",Omnivore,1,Nocturnal,Aye Aye,1.0,Eastern coast of Madagascar,Thought to be extinct until 1957!,Mammal,BlackDark Brown,Fur,20 mph,10 - 23 years,2kg - 2.7kg (4lbs - 6lbs),30cm - 40cm (12in - 15in),2 - 3 years,7 months,Unknown,"Human, Fossa, Birds of Prey",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,2.0,2.0
Babirusa,['Asia'],Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Babyrousa,Unknown,Unknown,Piglet,Solitary/Group,Unknown,Habitat loss,Curved tusks on the upper half of its snout,Deer-pig,155-158 days,"Swamps, forests near rivers",Omnivore,Unknown,Unknown,"Babirusa, deer-pig",4.0,Indonesia,Unknown,Social and solitary,BrownGrey,Hair,30 mph,10 years,200-220lbs,3 feet-3.5 feet,2 years,6 to 8 months,1-2,Unknown,Mammal,2 feet-3 feet,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Berries, leaves, fruit, insects, carrion, fungi, bark, grasses",Unknown,Unknown,Unknown,1,0,0,114.3,95.2543977
